location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,Commune,Sous_Commune,Commune_Principale,Province,Region,median_terrace_area,median_garden_area,median_facade,type_num,AS_NEW,GOOD,JUST_RENOVATED,TO_BE_DONE_UP,TO_RENOVATE,TO_RESTORE,reg_BRUXELLES,reg_VLAANDEREN,reg_WALLONIE,ANVERS,BRABANT FLAMAND,BRABANT WALLON,BRUXELLES,FLANDRE-OCCIDENTALE,FLANDRE-ORIENTALE,HAINAUT,LIEGE,LIMBOURG,LUXEMBOURG,NAMUR
4300,APARTMENT,APARTMENT,130000,2,77,1,0,0,0,,0,,,2,0,GOOD,Waremme,Non,WAREMME,LIEGE,WALLONIE,16,16,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6220,APARTMENT,APARTMENT,269000,2,117,1,0,0,1,,0,,,3,0,,Fleurus,Non,FLEURUS,HAINAUT,WALLONIE,16,16,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8870,APARTMENT,APARTMENT,252480,4,100,0,0,0,1,17,0,,,,0,,Izegem,Non,IZEGEM,FLANDRE-OCCIDENTALE,VLAANDEREN,17,17,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9185,HOUSE,HOUSE,319000,3,189,1,0,0,0,,1,383,500,3,0,AS_NEW,Wachtebeke,Non,WACHTEBEKE,FLANDRE-ORIENTALE,VLAANDEREN,16,16,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1200,APARTMENT,APARTMENT,645000,3,178,1,0,0,1,25,0,,,2,0,GOOD,Woluwe-Saint-Lambert,Non,WOLUWE-SAINT-LAMBERT,BRUXELLES,BRUXELLES,25,25,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1060,HOUSE,HOUSE,935000,3,250,1,0,0,1,45,0,,0,2,0,GOOD,Saint-Gilles,Non,SAINT-GILLES,BRUXELLES,BRUXELLES,45,45,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2350,APARTMENT,APARTMENT,199000,1,70,1,0,0,1,,0,,,,0,AS_NEW,Vosselaar,Non,VOSSELAAR,ANVERS,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6041,APARTMENT,APARTMENT,176665,2,89,1,0,0,1,5,0,,,2,0,GOOD,Gosselies,Oui,CHARLEROI,HAINAUT,WALLONIE,5,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4317,HOUSE,HOUSE,290000,4,300,1,0,0,1,,1,2863,2863,2,0,GOOD,Faimes,Non,FAIMES,LIEGE,WALLONIE,16,16,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1060,APARTMENT,APARTMENT,335000,2,96,1,0,0,0,,0,,,2,0,GOOD,Saint-Gilles,Non,SAINT-GILLES,BRUXELLES,BRUXELLES,16,16,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4520,HOUSE,HOUSE,169000,2,120,1,0,0,1,12,1,180,319,3,0,GOOD,Wanze,Non,WANZE,LIEGE,WALLONIE,12,12,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1200,APARTMENT,APARTMENT,360000,2,92,1,0,0,0,,0,,,2,0,AS_NEW,Woluwe-Saint-Lambert,Non,WOLUWE-SAINT-LAMBERT,BRUXELLES,BRUXELLES,16,16,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9600,HOUSE,HOUSE,169000,3,135,1,1,0,1,34,1,60,170,2,0,GOOD,Renaix,Non,RENAIX,FLANDRE-ORIENTALE,VLAANDEREN,34,34,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4020,HOUSE,HOUSE,144000,3,195,1,0,0,1,40,0,,135,3,0,,Liège,Non,LIÈGE,LIEGE,WALLONIE,40,40,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8500,HOUSE,HOUSE,145000,2,59,1,0,0,1,,0,,95,2,0,GOOD,Kortrijk,Non,KORTRIJK,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1390,APARTMENT,APARTMENT,230000,1,90,1,0,0,0,,0,,,2,0,AS_NEW,Grez-Doiceau,Non,GREZ-DOICEAU,BRABANT WALLON,WALLONIE,16,16,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3717,HOUSE,EXCEPTIONAL_PROPERTY,1580000,6,671,1,0,0,1,150,1,1650,3147,4,1,AS_NEW,Herstappe,Non,HERSTAPPE,LIMBOURG,VLAANDEREN,150,150,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9400,HOUSE,HOUSE,264500,3,138,0,0,0,1,24,1,,447,3,0,,Ninove,Non,NINOVE,FLANDRE-ORIENTALE,VLAANDEREN,24,200,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9630,HOUSE,HOUSE,379000,3,300,1,0,0,1,,0,,914,4,0,GOOD,Beerlegem,Oui,ZWALM,FLANDRE-ORIENTALE,VLAANDEREN,16,16,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8434,APARTMENT,APARTMENT,269000,2,91,1,0,0,1,,0,,,2,0,,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1180,HOUSE,EXCEPTIONAL_PROPERTY,740000,5,270,1,0,0,1,50,1,166,260,2,0,AS_NEW,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,50,50,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1180,APARTMENT,APARTMENT,245000,2,78,1,0,0,0,,0,,,2,0,TO_BE_DONE_UP,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,16,16,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1180,APARTMENT,APARTMENT,382500,3,120,1,0,0,1,9,0,,,2,0,AS_NEW,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,9,9,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8300,HOUSE,HOUSE,795000,3,180,0,0,0,0,,1,,276,,0,JUST_RENOVATED,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16,200,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9660,HOUSE,HOUSE,724000,4,189,1,0,0,1,,1,,8487,4,0,AS_NEW,Brakel,Non,BRAKEL,FLANDRE-ORIENTALE,VLAANDEREN,16,200,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7090,HOUSE,HOUSE,375000,4,220,1,0,0,1,15,1,100,250,,0,GOOD,Braine-Le-Comte,Non,BRAINE-LE-COMTE,HAINAUT,WALLONIE,15,15,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1050,HOUSE,HOUSE,599000,4,250,1,0,0,1,,1,29,120,2,0,AS_NEW,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,16,16,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7080,HOUSE,HOUSE,160000,3,124,1,0,0,1,20,0,,270,2,0,GOOD,Frameries,Non,FRAMERIES,HAINAUT,WALLONIE,20,20,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8420,HOUSE,MANSION,750000,4,329,1,0,0,1,,1,,987,,0,AS_NEW,De Haan,Non,DE HAAN,FLANDRE-OCCIDENTALE,VLAANDEREN,16,200,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8400,APARTMENT,APARTMENT,259000,2,87,1,0,0,1,2,0,,,,0,,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2870,HOUSE,VILLA,485000,3,258,1,0,1,0,,1,,743,4,0,GOOD,Breendonk,Oui,PUURS-SINT-AMANDS,ANVERS,VLAANDEREN,16,200,4,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9400,APARTMENT,APARTMENT,291250,3,155,0,0,0,1,12,0,,,3,0,AS_NEW,Ninove,Non,NINOVE,FLANDRE-ORIENTALE,VLAANDEREN,12,12,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2610,APARTMENT,APARTMENT,199000,2,88,1,0,0,1,4,0,,,,0,GOOD,Wilrijk,Oui,ANTWERPEN,ANVERS,VLAANDEREN,4,4,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9820,APARTMENT,APARTMENT,370000,2,103,1,0,0,1,10,1,55,,,0,,Merelbeke,Non,MERELBEKE,FLANDRE-ORIENTALE,VLAANDEREN,10,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4020,HOUSE,HOUSE,109000,3,85,1,0,0,1,20,1,150,185,2,0,TO_BE_DONE_UP,Liège,Non,LIÈGE,LIEGE,WALLONIE,20,20,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4460,HOUSE,HOUSE,155000,1,250,1,0,0,0,,1,200,496,2,0,TO_RENOVATE,Grâce-Hollogne,Non,GRÂCE-HOLLOGNE,LIEGE,WALLONIE,16,16,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9300,APARTMENT,DUPLEX,287978,2,121,0,0,0,1,12,1,,,,0,,Aalst,Non,AALST,FLANDRE-ORIENTALE,VLAANDEREN,12,200,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2880,APARTMENT,APARTMENT,289000,2,91,0,0,0,1,15,1,40,,,0,,Bornem,Non,BORNEM,ANVERS,VLAANDEREN,15,15,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1050,APARTMENT,DUPLEX,599000,4,212,1,0,0,1,25,0,,,2,0,AS_NEW,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,25,25,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2800,APARTMENT,APARTMENT,280000,2,80,0,0,0,1,11,0,,,,0,,Mechelen,Non,MECHELEN,ANVERS,VLAANDEREN,11,11,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8380,HOUSE,VILLA,519000,3,200,1,0,0,0,,0,,605,,0,,Dudzele,Oui,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9000,HOUSE,HOUSE,314000,4,151,1,0,0,0,,0,,61,2,0,GOOD,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1180,APARTMENT,APARTMENT,785000,4,210,1,0,0,1,16,0,,,2,0,AS_NEW,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,16,16,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8770,APARTMENT,APARTMENT,575000,3,190,0,0,0,1,,0,,,,0,AS_NEW,Ingelmunster,Non,INGELMUNSTER,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4020,APARTMENT,APARTMENT,179000,2,88,1,0,0,1,6,0,,,2,0,GOOD,Liège,Non,LIÈGE,LIEGE,WALLONIE,6,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6040,HOUSE,HOUSE,139000,2,118,1,0,0,1,,0,,260,3,0,TO_BE_DONE_UP,Jumet,Oui,CHARLEROI,HAINAUT,WALLONIE,16,16,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8470,APARTMENT,APARTMENT,209000,2,74,1,0,0,1,,0,,,,0,AS_NEW,Gistel,Non,GISTEL,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1410,APARTMENT,PENTHOUSE,420000,3,124,0,0,0,1,15,0,,,2,0,AS_NEW,Waterloo,Non,WATERLOO,BRABANT WALLON,WALLONIE,15,15,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9340,HOUSE,HOUSE,279000,3,162,1,0,0,1,,0,,334,3,0,GOOD,Lede,Non,LEDE,FLANDRE-ORIENTALE,VLAANDEREN,16,16,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9240,APARTMENT,APARTMENT,254000,2,85,1,0,0,1,13,1,3100,,,0,,Zele,Non,ZELE,FLANDRE-ORIENTALE,VLAANDEREN,13,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1060,APARTMENT,APARTMENT,279000,2,99,0,0,1,0,,0,,,2,0,,Saint-Gilles,Non,SAINT-GILLES,BRUXELLES,BRUXELLES,16,16,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1970,APARTMENT,GROUND_FLOOR,279000,3,121,1,0,0,1,,0,,,,0,GOOD,Wezembeek-Oppem,Non,WEZEMBEEK-OPPEM,BRABANT FLAMAND,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6600,HOUSE,HOUSE,275000,3,138,1,0,0,1,,1,300,513,3,0,GOOD,Bastogne,Non,BASTOGNE,LUXEMBOURG,WALLONIE,16,16,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5620,HOUSE,HOUSE,232000,3,120,1,0,0,0,,1,,996,4,0,GOOD,Florennes,Non,FLORENNES,NAMUR,WALLONIE,16,200,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9120,APARTMENT,SERVICE_FLAT,219000,1,61,1,0,0,1,6,0,,,4,0,,Beveren-Waas,Non,BEVEREN-WAAS,FLANDRE-ORIENTALE,VLAANDEREN,6,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5651,APARTMENT,APARTMENT,164000,2,120,0,0,0,0,,0,,,4,0,JUST_RENOVATED,Berzée,Oui,WALCOURT,NAMUR,WALLONIE,16,16,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1200,APARTMENT,PENTHOUSE,369000,2,87,1,0,0,1,30,0,,,2,0,AS_NEW,Woluwe-Saint-Lambert,Non,WOLUWE-SAINT-LAMBERT,BRUXELLES,BRUXELLES,30,30,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8620,APARTMENT,APARTMENT,214000,2,70,1,0,0,0,,0,,,2,0,AS_NEW,Nieuwpoort,Non,NIEUWPOORT,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1000,APARTMENT,DUPLEX,685000,4,160,1,0,0,0,,0,,,2,1,AS_NEW,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,16,16,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9070,APARTMENT,PENTHOUSE,549900,2,159,1,0,0,1,29,0,,,3,0,AS_NEW,Destelbergen,Non,DESTELBERGEN,FLANDRE-ORIENTALE,VLAANDEREN,29,29,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9700,HOUSE,VILLA,715000,3,320,1,0,0,1,,0,,9626,4,0,AS_NEW,Oudenaarde,Non,OUDENAARDE,FLANDRE-ORIENTALE,VLAANDEREN,16,16,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8000,HOUSE,MANSION,785000,4,261,0,0,0,0,,0,,0,,0,,Brugge,Non,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9940,HOUSE,HOUSE,229000,2,118,1,0,0,1,55,1,190,318,,0,,Evergem,Non,EVERGEM,FLANDRE-ORIENTALE,VLAANDEREN,55,55,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8670,HOUSE,HOUSE,229000,0,80,0,1,0,0,,0,,0,,0,GOOD,Koksijde,Non,KOKSIJDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9600,APARTMENT,LOFT,344500,2,216,1,0,0,0,,0,,,3,0,AS_NEW,Renaix,Non,RENAIX,FLANDRE-ORIENTALE,VLAANDEREN,16,16,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8630,APARTMENT,APARTMENT,269000,2,98,1,0,0,1,6,0,,,,0,GOOD,Veurne,Non,VEURNE,FLANDRE-OCCIDENTALE,VLAANDEREN,6,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8800,APARTMENT,APARTMENT,320400,3,118,1,0,0,1,,1,,,,0,,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,200,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6760,HOUSE,HOUSE,239000,4,160,0,0,0,0,,1,1333,1433,4,0,,Virton,Non,VIRTON,LUXEMBOURG,WALLONIE,16,16,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6210,APARTMENT,APARTMENT,157500,2,60,1,0,0,0,,0,,,,0,AS_NEW,Frasnes-Lez-Gosselies,Oui,LES BONS VILLERS,HAINAUT,WALLONIE,16,16,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1640,HOUSE,HOUSE,1500000,3,436,0,0,0,1,,0,,2524,4,0,GOOD,Rhode-Saint-Genèse,Non,RHODE-SAINT-GENÈSE,BRABANT FLAMAND,VLAANDEREN,16,16,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1200,APARTMENT,APARTMENT,474000,2,105,1,0,0,0,,0,,,2,0,GOOD,Woluwe-Saint-Lambert,Non,WOLUWE-SAINT-LAMBERT,BRUXELLES,BRUXELLES,16,16,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7100,APARTMENT,APARTMENT,340000,0,210,0,0,0,0,,0,,,,0,,La Louvière,Non,LA LOUVIÈRE,HAINAUT,WALLONIE,16,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9255,APARTMENT,APARTMENT,299000,2,86,0,0,0,1,,1,,,,0,AS_NEW,Buggenhout,Non,BUGGENHOUT,FLANDRE-ORIENTALE,VLAANDEREN,16,200,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1495,HOUSE,HOUSE,595000,4,295,1,0,1,1,21,1,2000,2450,4,0,AS_NEW,Villers-La-Ville,Non,VILLERS-LA-VILLE,BRABANT WALLON,WALLONIE,21,21,4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7850,APARTMENT,APARTMENT,165000,2,58,1,0,0,0,,0,,,,0,GOOD,Enghien,Non,ENGHIEN,HAINAUT,WALLONIE,16,16,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6140,APARTMENT,APARTMENT,199000,2,75,1,0,0,1,20,1,100,,3,0,GOOD,Fontaine-L'Evêque,Non,FONTAINE-L'EVÊQUE,HAINAUT,WALLONIE,20,20,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6840,HOUSE,EXCEPTIONAL_PROPERTY,881000,8,702,1,0,0,1,,0,,1136,4,0,AS_NEW,Neufchâteau,Non,NEUFCHÂTEAU,LUXEMBOURG,WALLONIE,16,16,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9100,HOUSE,HOUSE,410000,3,210,1,0,0,1,20,1,3600,3829,4,0,TO_BE_DONE_UP,Sint-Niklaas,Non,SINT-NIKLAAS,FLANDRE-ORIENTALE,VLAANDEREN,20,20,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9080,HOUSE,VILLA,439900,4,186,1,0,0,1,,1,,360,,0,AS_NEW,Lochristi,Non,LOCHRISTI,FLANDRE-ORIENTALE,VLAANDEREN,16,200,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8490,HOUSE,HOUSE,679000,5,336,0,0,0,1,100,1,100,1306,3,1,GOOD,Jabbeke,Non,JABBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN,100,100,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8300,APARTMENT,DUPLEX,995000,2,113,0,0,0,1,38,0,,,2,0,GOOD,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,38,38,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4051,HOUSE,HOUSE,270000,2,124,1,0,0,1,85,0,,1524,4,0,GOOD,Vaux-Sous-Chèvremont,Oui,CHAUDFONTAINE,LIEGE,WALLONIE,85,85,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1853,APARTMENT,APARTMENT,295000,2,112,1,0,0,1,6,0,,,2,0,GOOD,Strombeek-Bever,Oui,GRIMBERGEN,BRABANT FLAMAND,VLAANDEREN,6,6,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3140,APARTMENT,APARTMENT,255000,2,80,0,0,0,1,,1,,,,0,,Keerbergen,Non,KEERBERGEN,BRABANT FLAMAND,VLAANDEREN,16,200,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8850,HOUSE,HOUSE,250000,3,239,0,0,0,1,,1,,325,,0,TO_RENOVATE,Ardooie,Non,ARDOOIE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,200,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1070,APARTMENT,DUPLEX,240000,1,90,1,0,0,1,8,0,,,2,0,AS_NEW,Anderlecht,Non,ANDERLECHT,BRUXELLES,BRUXELLES,8,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2600,HOUSE,HOUSE,659000,4,220,1,0,1,1,10,1,132,257,2,0,AS_NEW,Berchem,Oui,ANTWERPEN,ANVERS,VLAANDEREN,10,10,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1180,APARTMENT,APARTMENT,365000,2,96,1,0,0,1,10,0,,,3,0,,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,10,10,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9140,APARTMENT,APARTMENT,185000,2,83,1,0,0,0,,0,,,3,0,TO_BE_DONE_UP,Temse,Non,TEMSE,FLANDRE-ORIENTALE,VLAANDEREN,16,16,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2800,APARTMENT,APARTMENT,350000,2,101,1,0,0,1,6,0,,,,0,GOOD,Mechelen,Non,MECHELEN,ANVERS,VLAANDEREN,6,6,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8570,HOUSE,HOUSE,250198,3,138,1,0,0,0,,0,,287,,0,,Anzegem,Non,ANZEGEM,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3390,HOUSE,HOUSE,382000,3,160,0,0,0,0,,1,,530,,0,,Houwaart,Oui,TIELT-WINGE,BRABANT FLAMAND,VLAANDEREN,16,200,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4500,HOUSE,BUNGALOW,195000,2,100,1,0,0,0,,1,,489,4,0,AS_NEW,Huy,Non,HUY,LIEGE,WALLONIE,16,200,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6182,HOUSE,HOUSE,80000,2,125,1,0,0,0,,0,,320,2,0,TO_BE_DONE_UP,Souvret,Oui,COURCELLES,HAINAUT,WALLONIE,16,16,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8540,APARTMENT,APARTMENT,279000,2,109,0,0,0,1,30,0,,,,0,,Deerlijk,Non,DEERLIJK,FLANDRE-OCCIDENTALE,VLAANDEREN,30,30,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2900,HOUSE,VILLA,950000,4,448,1,0,1,1,40,1,1200,2066,4,0,GOOD,Schoten,Non,SCHOTEN,ANVERS,VLAANDEREN,40,40,4,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1471,HOUSE,HOUSE,295000,3,185,1,0,0,1,28,1,160,263,3,0,AS_NEW,Loupoigne,Oui,GENAPPE,BRABANT WALLON,WALLONIE,28,28,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1640,HOUSE,HOUSE,1790000,6,600,0,0,1,1,,0,,1300,4,0,AS_NEW,Rhode-Saint-Genèse,Non,RHODE-SAINT-GENÈSE,BRABANT FLAMAND,VLAANDEREN,16,16,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6200,HOUSE,HOUSE,160000,3,110,1,0,0,1,,0,,0,3,0,GOOD,Châtelet,Non,CHÂTELET,HAINAUT,WALLONIE,16,16,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1030,APARTMENT,APARTMENT,235000,1,79,1,0,0,1,50,1,50,,2,0,TO_RENOVATE,Schaerbeek,Non,SCHAERBEEK,BRUXELLES,BRUXELLES,50,50,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8300,APARTMENT,FLAT_STUDIO,245000,1,36,1,0,0,0,,0,,,,0,,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9220,HOUSE,HOUSE,265000,3,138,1,0,0,0,,0,,189,2,0,AS_NEW,Hamme,Non,HAMME,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
