location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,Commune,Sous_Commune,Commune_Principale,Province,Region,median_terrace_area,median_garden_area,median_facade,type_num,AS_NEW,GOOD,JUST_RENOVATED,TO_BE_DONE_UP,TO_RENOVATE,TO_RESTORE,reg_BRUXELLES,reg_VLAANDEREN,reg_WALLONIE,ANVERS,BRABANT FLAMAND,BRABANT WALLON,BRUXELLES,FLANDRE-OCCIDENTALE,FLANDRE-ORIENTALE,HAINAUT,LIEGE,LIMBOURG,LUXEMBOURG,NAMUR
6800,HOUSE,HOUSE,295000,5,460,1,0,0,1,10,0,,321,2,0,TO_BE_DONE_UP,Libramont-Chevigny,Non,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE,10,10,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7800,HOUSE,HOUSE,230000,4,128,0,0,0,0,,0,,570,4,0,,Ath,Non,ATH,HAINAUT,WALLONIE,16,16,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6044,HOUSE,HOUSE,130000,2,110,1,1,0,1,,1,300,470,3,0,TO_BE_DONE_UP,Roux,Oui,CHARLEROI,HAINAUT,WALLONIE,16,16,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4970,HOUSE,HOUSE,450000,9,400,1,0,0,0,,1,1300,1500,4,0,,Stavelot,Non,STAVELOT,LIEGE,WALLONIE,16,16,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9890,HOUSE,MANSION,435000,5,452,0,0,0,0,,1,,460,4,0,TO_RENOVATE,Gavere,Non,GAVERE,FLANDRE-ORIENTALE,VLAANDEREN,16,200,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9450,HOUSE,HOUSE,265000,3,180,0,0,0,0,,1,,240,,0,TO_BE_DONE_UP,Haaltert,Non,HAALTERT,FLANDRE-ORIENTALE,VLAANDEREN,16,200,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4020,HOUSE,HOUSE,121000,3,85,1,0,0,1,20,0,,69,,0,GOOD,Liège,Non,LIÈGE,LIEGE,WALLONIE,20,20,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1160,HOUSE,HOUSE,550000,3,150,0,0,1,1,10,1,100,141,2,0,TO_RENOVATE,Auderghem,Non,AUDERGHEM,BRUXELLES,BRUXELLES,10,10,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1850,HOUSE,HOUSE,490000,4,200,1,0,0,0,,1,90,190,,0,GOOD,Grimbergen,Non,GRIMBERGEN,BRABANT FLAMAND,VLAANDEREN,16,16,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2170,HOUSE,HOUSE,325000,3,145,1,0,0,1,17,1,62,130,2,0,JUST_RENOVATED,Merksem,Oui,ANTWERPEN,ANVERS,VLAANDEREN,17,17,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8830,HOUSE,HOUSE,245000,3,131,1,0,0,1,,1,1,672,,0,GOOD,Hooglede,Non,HOOGLEDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6000,HOUSE,TOWN_HOUSE,150000,2,80,1,0,0,1,45,0,,0,2,0,TO_RENOVATE,Charleroi,Non,CHARLEROI,HAINAUT,WALLONIE,45,45,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6044,HOUSE,HOUSE,145000,3,120,1,0,0,1,,0,,0,2,0,TO_BE_DONE_UP,Roux,Oui,CHARLEROI,HAINAUT,WALLONIE,16,16,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9600,APARTMENT,APARTMENT,165000,1,69,1,0,0,0,,1,42,,2,0,GOOD,Renaix,Non,RENAIX,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2560,HOUSE,HOUSE,324000,3,196,1,0,0,1,11,1,30,126,2,0,,Nijlen,Non,NIJLEN,ANVERS,VLAANDEREN,11,11,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8000,HOUSE,HOUSE,405000,4,166,0,0,0,0,,0,,195,,0,,Brugge,Non,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8710,HOUSE,HOUSE,412000,3,142,1,0,0,1,15,0,,389,2,0,GOOD,Wielsbeke,Non,WIELSBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN,15,15,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1325,APARTMENT,DUPLEX,265000,2,93,1,0,0,1,12,0,,,4,0,,Chaumont-Gistoux,Non,CHAUMONT-GISTOUX,BRABANT WALLON,WALLONIE,12,12,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1330,HOUSE,VILLA,749000,9,420,1,0,0,1,,0,,1296,4,0,GOOD,Rixensart,Non,RIXENSART,BRABANT WALLON,WALLONIE,16,16,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9120,APARTMENT,APARTMENT,322500,2,106,1,0,0,1,32,0,,,,0,,Beveren-Waas,Non,BEVEREN-WAAS,FLANDRE-ORIENTALE,VLAANDEREN,32,32,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9402,APARTMENT,APARTMENT,167990,1,60,0,0,0,0,,0,,,,0,,Meerbeke,Oui,NINOVE,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2000,APARTMENT,APARTMENT,256000,1,80,1,0,0,0,,0,,,2,0,GOOD,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8310,APARTMENT,GROUND_FLOOR,219000,2,92,0,0,0,0,,0,,,,0,,Assebroek,Oui,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4500,APARTMENT,APARTMENT,208000,2,90,0,0,0,1,10,0,,,,0,,Huy,Non,HUY,LIEGE,WALLONIE,10,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3590,APARTMENT,APARTMENT,221340,2,99,1,0,0,1,10,0,,,,0,AS_NEW,Diepenbeek,Non,DIEPENBEEK,LIMBOURG,VLAANDEREN,10,10,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2000,APARTMENT,APARTMENT,235000,1,50,1,1,0,1,4,0,,,2,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,4,4,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4987,HOUSE,HOUSE,120000,2,120,0,0,0,0,,0,,400,3,0,TO_RESTORE,Stoumont,Non,STOUMONT,LIEGE,WALLONIE,16,16,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8800,APARTMENT,PENTHOUSE,120000,2,88,0,0,0,1,,0,,,2,0,GOOD,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9280,APARTMENT,APARTMENT,230000,2,92,1,0,0,1,,0,,,,0,AS_NEW,Lebbeke,Non,LEBBEKE,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4500,APARTMENT,APARTMENT,183000,2,80,0,0,0,1,5,0,,,2,0,,Huy,Non,HUY,LIEGE,WALLONIE,5,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1050,APARTMENT,APARTMENT,345000,1,65,0,1,0,1,7,0,,,,0,,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,7,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7700,HOUSE,HOUSE,219000,3,115,1,0,0,1,17,1,134,229,2,0,GOOD,Mouscron,Non,MOUSCRON,HAINAUT,WALLONIE,17,17,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4680,HOUSE,HOUSE,429000,6,270,1,0,1,1,,1,,1724,4,0,GOOD,Oupeye,Non,OUPEYE,LIEGE,WALLONIE,16,200,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9300,APARTMENT,PENTHOUSE,450000,1,123,0,0,0,0,,0,,,,0,AS_NEW,Aalst,Non,AALST,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9600,HOUSE,MANSION,265000,4,245,1,0,0,0,,0,,237,2,0,,Renaix,Non,RENAIX,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4100,HOUSE,HOUSE,165000,2,120,1,0,0,1,40,1,145,246,2,0,GOOD,Seraing,Non,SERAING,LIEGE,WALLONIE,40,40,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1620,HOUSE,HOUSE,325000,3,150,1,0,0,1,24,1,100,0,2,0,GOOD,Drogenbos,Non,DROGENBOS,BRABANT FLAMAND,VLAANDEREN,24,24,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9040,APARTMENT,DUPLEX,275000,3,104,1,0,0,1,37,0,,,,0,,Sint-Amandsberg,Oui,GENT,FLANDRE-ORIENTALE,VLAANDEREN,37,37,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3740,HOUSE,HOUSE,415000,3,163,1,0,0,1,,1,,468,,0,AS_NEW,Bilzen,Non,BILZEN,LIMBOURG,VLAANDEREN,16,200,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6600,HOUSE,HOUSE,120000,3,121,1,0,0,0,,0,,176,3,0,TO_BE_DONE_UP,Bastogne,Non,BASTOGNE,LUXEMBOURG,WALLONIE,16,16,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7134,HOUSE,HOUSE,95000,2,119,1,0,0,0,,0,,170,2,0,TO_RENOVATE,Epinois,Oui,BINCHE,HAINAUT,WALLONIE,16,16,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1770,APARTMENT,APARTMENT,189000,3,96,1,0,0,1,8,0,,,4,0,TO_RENOVATE,Liedekerke,Non,LIEDEKERKE,BRABANT FLAMAND,VLAANDEREN,8,8,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8301,APARTMENT,APARTMENT,308500,2,83,1,0,0,1,,0,,,,0,AS_NEW,Heist-Aan-Zee,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8210,HOUSE,HOUSE,435000,4,282,1,0,0,0,,0,,989,4,0,GOOD,Zedelgem,Non,ZEDELGEM,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6800,HOUSE,HOUSE,175000,3,172,0,0,0,1,,1,1000,1254,4,0,TO_RENOVATE,Libramont-Chevigny,Non,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE,16,16,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1420,HOUSE,HOUSE,295000,4,180,1,0,0,1,22,1,82,190,2,0,TO_RENOVATE,Braine-L'Alleud,Non,BRAINE-L'ALLEUD,BRABANT WALLON,WALLONIE,22,22,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4051,HOUSE,HOUSE,235000,3,134,1,0,0,1,44,1,400,563,4,0,,Vaux-Sous-Chèvremont,Oui,CHAUDFONTAINE,LIEGE,WALLONIE,44,44,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4100,HOUSE,HOUSE,275000,5,300,1,0,0,1,25,1,280,355,2,0,GOOD,Seraing,Non,SERAING,LIEGE,WALLONIE,25,25,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1000,APARTMENT,LOFT,750000,2,172,1,0,0,1,33,0,,,,0,AS_NEW,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,33,33,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8620,APARTMENT,APARTMENT,675000,3,130,1,1,0,1,,1,,,,0,,Nieuwpoort,Non,NIEUWPOORT,FLANDRE-OCCIDENTALE,VLAANDEREN,16,200,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4870,APARTMENT,APARTMENT,175000,2,100,1,0,0,0,,0,,,,0,AS_NEW,Forêt,Oui,TROOZ,LIEGE,WALLONIE,16,16,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9200,HOUSE,HOUSE,277500,4,154,1,0,0,1,,1,242,481,3,0,,Dendermonde,Non,DENDERMONDE,FLANDRE-ORIENTALE,VLAANDEREN,16,16,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8930,APARTMENT,PENTHOUSE,193600,2,82,1,0,0,1,10,1,12,,2,0,GOOD,Menen,Non,MENEN,FLANDRE-OCCIDENTALE,VLAANDEREN,10,10,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4250,HOUSE,HOUSE,219000,3,163,1,0,0,1,24,1,950,1223,3,0,GOOD,Geer,Non,GEER,LIEGE,WALLONIE,24,24,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9100,APARTMENT,APARTMENT,313000,3,130,1,0,0,1,9,0,,,3,0,GOOD,Sint-Niklaas,Non,SINT-NIKLAAS,FLANDRE-ORIENTALE,VLAANDEREN,9,9,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8400,APARTMENT,APARTMENT,589000,3,116,1,0,1,0,,0,,,2,0,JUST_RENOVATED,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2830,APARTMENT,APARTMENT,234000,3,106,1,0,0,0,,0,,,2,0,GOOD,Willebroek,Non,WILLEBROEK,ANVERS,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7090,HOUSE,VILLA,540000,3,185,1,0,0,1,25,1,,2222,4,0,GOOD,Braine-Le-Comte,Non,BRAINE-LE-COMTE,HAINAUT,WALLONIE,25,200,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2180,HOUSE,HOUSE,540000,4,220,1,0,0,1,20,1,311,312,,0,AS_NEW,Ekeren,Oui,ANTWERPEN,ANVERS,VLAANDEREN,20,20,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1420,HOUSE,VILLA,875000,6,302,1,0,0,1,,1,2500,3596,4,0,TO_BE_DONE_UP,Braine-L'Alleud,Non,BRAINE-L'ALLEUD,BRABANT WALLON,WALLONIE,16,16,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8580,HOUSE,HOUSE,214000,3,125,0,0,0,0,,1,327,486,2,0,TO_BE_DONE_UP,Avelgem,Non,AVELGEM,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6183,APARTMENT,APARTMENT,129000,2,117,1,0,0,1,,0,,,2,0,GOOD,Trazegnies,Oui,COURCELLES,HAINAUT,WALLONIE,16,16,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1050,APARTMENT,PENTHOUSE,799000,3,164,1,0,0,1,20,0,,,,0,AS_NEW,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,20,20,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8400,APARTMENT,APARTMENT,299000,3,114,1,0,0,1,12,0,,,2,0,GOOD,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN,12,12,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3290,HOUSE,HOUSE,229000,3,143,1,0,0,1,63,1,190,488,3,0,GOOD,Diest,Non,DIEST,BRABANT FLAMAND,VLAANDEREN,63,63,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8300,APARTMENT,APARTMENT,895000,3,90,0,0,0,1,,0,,,2,0,AS_NEW,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9900,APARTMENT,SERVICE_FLAT,199000,1,67,1,0,0,1,12,0,,,4,0,AS_NEW,Eeklo,Non,EEKLO,FLANDRE-ORIENTALE,VLAANDEREN,12,12,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8000,APARTMENT,GROUND_FLOOR,299000,2,90,1,0,0,1,14,0,,,,0,AS_NEW,Brugge,Non,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,14,14,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9991,APARTMENT,APARTMENT,266500,2,99,1,0,0,0,,0,,,3,0,AS_NEW,Adegem,Oui,MALDEGEM,FLANDRE-ORIENTALE,VLAANDEREN,16,16,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8870,APARTMENT,APARTMENT,279000,2,101,1,0,0,1,11,1,,,2,0,,Izegem,Non,IZEGEM,FLANDRE-OCCIDENTALE,VLAANDEREN,11,200,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9140,APARTMENT,APARTMENT,145000,2,85,1,0,0,1,8,0,,,2,0,,Temse,Non,TEMSE,FLANDRE-ORIENTALE,VLAANDEREN,8,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1640,APARTMENT,APARTMENT,449500,2,118,1,0,0,1,17,0,,,4,0,,Rhode-Saint-Genèse,Non,RHODE-SAINT-GENÈSE,BRABANT FLAMAND,VLAANDEREN,17,17,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6800,HOUSE,HOUSE,539000,5,596,1,0,1,1,38,1,1300,1500,4,0,AS_NEW,Libramont-Chevigny,Non,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE,38,38,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8434,APARTMENT,APARTMENT,225000,2,52,1,0,0,1,,0,,,2,0,GOOD,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4000,HOUSE,HOUSE,189000,7,264,1,0,0,1,6,0,,100,2,0,,Liège,Non,LIÈGE,LIEGE,WALLONIE,6,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9550,APARTMENT,APARTMENT,251500,2,86,1,0,0,1,11,1,61,,,0,AS_NEW,Herzele,Non,HERZELE,FLANDRE-ORIENTALE,VLAANDEREN,11,11,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8300,APARTMENT,APARTMENT,1325000,3,115,1,0,0,1,15,0,,,2,0,AS_NEW,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,15,15,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1180,APARTMENT,APARTMENT,575000,3,180,1,0,0,0,,0,,,2,0,TO_RENOVATE,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,16,16,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1080,APARTMENT,APARTMENT,249000,2,101,1,0,0,1,11,0,,,2,0,AS_NEW,Molenbeek-Saint-Jean,Non,MOLENBEEK-SAINT-JEAN,BRUXELLES,BRUXELLES,11,11,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1040,APARTMENT,APARTMENT,365000,2,90,1,0,0,1,6,0,,,2,0,AS_NEW,Etterbeek,Non,ETTERBEEK,BRUXELLES,BRUXELLES,6,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7904,HOUSE,HOUSE,398000,3,244,1,0,0,1,12,1,,4631,4,0,,Pipaix,Oui,LEUZE-EN-HAINAUT,HAINAUT,WALLONIE,12,200,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1050,APARTMENT,APARTMENT,650000,2,172,1,0,0,1,,0,,,2,0,TO_BE_DONE_UP,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,16,16,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9900,APARTMENT,GROUND_FLOOR,207000,2,90,1,0,0,1,46,1,45,,4,0,AS_NEW,Eeklo,Non,EEKLO,FLANDRE-ORIENTALE,VLAANDEREN,46,46,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1180,APARTMENT,PENTHOUSE,585000,2,122,1,0,0,1,75,0,,,4,0,,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,75,75,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1180,APARTMENT,PENTHOUSE,1100000,4,297,1,0,0,1,45,0,,,3,1,GOOD,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,45,45,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8500,HOUSE,HOUSE,230000,3,127,1,0,0,1,20,0,,120,4,0,AS_NEW,Kortrijk,Non,KORTRIJK,FLANDRE-OCCIDENTALE,VLAANDEREN,20,20,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3090,HOUSE,HOUSE,460000,3,140,1,0,0,1,,0,,4117,4,0,GOOD,Overijse,Non,OVERIJSE,BRABANT FLAMAND,VLAANDEREN,16,16,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1150,HOUSE,HOUSE,1350000,5,220,0,0,0,1,16,1,145,324,3,0,AS_NEW,Woluwe-Saint-Pierre,Non,WOLUWE-SAINT-PIERRE,BRUXELLES,BRUXELLES,16,16,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8530,HOUSE,HOUSE,337135,3,173,0,0,0,0,,0,,487,4,0,AS_NEW,Harelbeke,Non,HARELBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8800,HOUSE,HOUSE,130000,2,108,1,0,0,0,,0,,117,,0,TO_RENOVATE,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3040,HOUSE,HOUSE,525000,3,233,0,0,0,0,,0,,4166,4,0,,Huldenberg,Non,HULDENBERG,BRABANT FLAMAND,VLAANDEREN,16,16,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5542,HOUSE,HOUSE,133000,1,62,1,0,0,0,,1,,0,3,0,GOOD,Blaimont,Oui,HASTIÈRE,NAMUR,WALLONIE,16,200,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7300,HOUSE,HOUSE,140000,2,91,1,0,0,1,,0,,690,4,0,GOOD,Boussu,Non,BOUSSU,HAINAUT,WALLONIE,16,16,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1970,HOUSE,HOUSE,550000,3,215,1,0,0,1,38,1,100,340,3,0,TO_BE_DONE_UP,Wezembeek-Oppem,Non,WEZEMBEEK-OPPEM,BRABANT FLAMAND,VLAANDEREN,38,38,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6730,HOUSE,HOUSE,269000,4,150,1,0,0,0,,0,,713,4,0,,Tintigny,Non,TINTIGNY,LUXEMBOURG,WALLONIE,16,16,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8531,HOUSE,HOUSE,175000,5,186,0,0,0,0,,0,,0,,0,TO_BE_DONE_UP,Bavikhove,Oui,HARELBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2850,APARTMENT,APARTMENT,220000,2,136,0,0,0,1,,0,,,2,0,,Boom,Non,BOOM,ANVERS,VLAANDEREN,16,16,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3200,HOUSE,EXCEPTIONAL_PROPERTY,550000,4,240,1,0,1,0,,1,,10074,4,0,TO_BE_DONE_UP,Aarschot,Non,AARSCHOT,BRABANT FLAMAND,VLAANDEREN,16,200,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2000,APARTMENT,PENTHOUSE,945000,3,240,1,0,0,1,36,0,,,3,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,36,36,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8740,APARTMENT,APARTMENT,349000,3,130,1,0,0,1,15,0,,,,0,AS_NEW,Pittem,Non,PITTEM,FLANDRE-OCCIDENTALE,VLAANDEREN,15,15,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7110,HOUSE,HOUSE,120000,3,106,1,0,0,1,,0,,158,2,0,TO_RENOVATE,Boussoit,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE,16,16,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9500,HOUSE,VILLA,849000,2,233,1,0,0,1,,1,,13342,4,1,,Geraardsbergen,Non,GERAARDSBERGEN,FLANDRE-ORIENTALE,VLAANDEREN,16,200,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
