postalCode,Commune,Sous_Commune,Commune_Principale,Province,Region
6987,Marcourt,Oui,RENDEUX,LUXEMBOURG,WALLONIE
6987,Rendeux,Non,RENDEUX,LUXEMBOURG,WALLONIE
6990,Fronville,Oui,HOTTON,LUXEMBOURG,WALLONIE
6990,Hampteau,Oui,HOTTON,LUXEMBOURG,WALLONIE
6990,Hotton,Non,HOTTON,LUXEMBOURG,WALLONIE
6990,Marenne,Oui,HOTTON,LUXEMBOURG,WALLONIE
6997,Amonines,Oui,EREZÉE,LUXEMBOURG,WALLONIE
6997,Erezée,Non,EREZÉE,LUXEMBOURG,WALLONIE
6997,Mormont,Oui,EREZÉE,LUXEMBOURG,WALLONIE
6997,Soy,Oui,EREZÉE,LUXEMBOURG,WALLONIE
7000,Mons,Non,MONS,HAINAUT,WALLONIE
7010,SHAPE,,SHAPE,,
7011,Ghlin,Oui,MONS,HAINAUT,WALLONIE
7012,Flénu,Oui,MONS,HAINAUT,WALLONIE
7012,Jemappes,Oui,MONS,HAINAUT,WALLONIE
7020,Maisières,Oui,MONS,HAINAUT,WALLONIE
7020,Nimy,Oui,MONS,HAINAUT,WALLONIE
7021,Havré,Oui,MONS,HAINAUT,WALLONIE
7022,Harmignies,Oui,MONS,HAINAUT,WALLONIE
7022,Harveng,Oui,MONS,HAINAUT,WALLONIE
7022,Hyon,Oui,MONS,HAINAUT,WALLONIE
7022,Mesvin,Oui,MONS,HAINAUT,WALLONIE
7022,Nouvelles,Oui,MONS,HAINAUT,WALLONIE
7024,Ciply,Oui,MONS,HAINAUT,WALLONIE
7030,Saint-Symphorien,Oui,MONS,HAINAUT,WALLONIE
7031,Villers-Saint-Ghislain,Oui,MONS,HAINAUT,WALLONIE
7032,Spiennes,Oui,MONS,HAINAUT,WALLONIE
7033,Cuesmes,Oui,MONS,HAINAUT,WALLONIE
7034,Obourg,Oui,MONS,HAINAUT,WALLONIE
7034,Saint-Denis,Oui,MONS,HAINAUT,WALLONIE
7040,Asquillies,Oui,QUÉVY,HAINAUT,WALLONIE
7040,Aulnois,Oui,QUÉVY,HAINAUT,WALLONIE
7040,Blaregnies,Oui,QUÉVY,HAINAUT,WALLONIE
7040,Bougnies,Oui,QUÉVY,HAINAUT,WALLONIE
7040,Genly,Oui,QUÉVY,HAINAUT,WALLONIE
7040,Goegnies-Chaussée,Oui,QUÉVY,HAINAUT,WALLONIE
7040,Quévy-Le-Grand,Oui,QUÉVY,HAINAUT,WALLONIE
7040,Quévy-Le-Petit,Oui,QUÉVY,HAINAUT,WALLONIE
7041,Givry,Oui,QUÉVY,HAINAUT,WALLONIE
7041,Havay,Oui,QUÉVY,HAINAUT,WALLONIE
7050,Erbaut,Oui,JURBISE,HAINAUT,WALLONIE
7050,Erbisoeul,Oui,JURBISE,HAINAUT,WALLONIE
7050,Herchies,Oui,JURBISE,HAINAUT,WALLONIE
7050,Jurbise,Non,JURBISE,HAINAUT,WALLONIE
7050,Masnuy-Saint-Jean,Oui,JURBISE,HAINAUT,WALLONIE
7050,Masnuy-Saint-Pierre,Oui,JURBISE,HAINAUT,WALLONIE
7060,Horrues,Oui,SOIGNIES,HAINAUT,WALLONIE
7060,Soignies,Non,SOIGNIES,HAINAUT,WALLONIE
7061,Casteau,Oui,SOIGNIES,HAINAUT,WALLONIE
7061,Thieusies,Oui,SOIGNIES,HAINAUT,WALLONIE
7062,Naast,Oui,SOIGNIES,HAINAUT,WALLONIE
7063,Chaussée-Notre-Dame-Louvignies,Oui,SOIGNIES,HAINAUT,WALLONIE
7063,Neufvilles,Oui,SOIGNIES,HAINAUT,WALLONIE
7070,Gottignies,Oui,LE ROEULX,HAINAUT,WALLONIE
7070,Le Roeulx,Non,LE ROEULX,HAINAUT,WALLONIE
7070,Mignault,Oui,LE ROEULX,HAINAUT,WALLONIE
7070,Thieu,Oui,LE ROEULX,HAINAUT,WALLONIE
7070,Ville-Sur-Haine,Oui,LE ROEULX,HAINAUT,WALLONIE
7080,Eugies,Oui,FRAMERIES,HAINAUT,WALLONIE
7080,Frameries,Non,FRAMERIES,HAINAUT,WALLONIE
7080,La Bouverie,Oui,FRAMERIES,HAINAUT,WALLONIE
7080,Noirchain,Oui,FRAMERIES,HAINAUT,WALLONIE
7080,Sars-La-Bruyère,Oui,FRAMERIES,HAINAUT,WALLONIE
7090,Braine-Le-Comte,Non,BRAINE-LE-COMTE,HAINAUT,WALLONIE
7090,Hennuyères,Oui,BRAINE-LE-COMTE,HAINAUT,WALLONIE
7090,Henripont,Oui,BRAINE-LE-COMTE,HAINAUT,WALLONIE
7090,Petit-Roeulx-Lez-Braine,Oui,BRAINE-LE-COMTE,HAINAUT,WALLONIE
7090,Ronquières,Oui,BRAINE-LE-COMTE,HAINAUT,WALLONIE
7090,Steenkerque,Oui,BRAINE-LE-COMTE,HAINAUT,WALLONIE
7100,Haine-Saint-Paul,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE
7100,Haine-Saint-Pierre,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE
7100,La Louvière,Non,LA LOUVIÈRE,HAINAUT,WALLONIE
7100,Saint-Vaast,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE
7100,Trivières,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE
7110,Boussoit,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE
7110,Houdeng-Aimeries,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE
7110,Houdeng-Goegnies,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE
7110,Maurage,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE
7110,Strépy-Bracquegnies,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE
7120,Croix-Lez-Rouveroy,Oui,ESTINNES,HAINAUT,WALLONIE
7120,Estinnes-Au-Mont,Oui,ESTINNES,HAINAUT,WALLONIE
7120,Estinnes-Au-Val,Oui,ESTINNES,HAINAUT,WALLONIE
7120,Fauroeulx,Oui,ESTINNES,HAINAUT,WALLONIE
7120,Haulchin,Oui,ESTINNES,HAINAUT,WALLONIE
7120,Peissant,Oui,ESTINNES,HAINAUT,WALLONIE
7120,Rouveroy,Oui,ESTINNES,HAINAUT,WALLONIE
7120,Vellereille-Le-Sec,Oui,ESTINNES,HAINAUT,WALLONIE
7120,Vellereille-Les-Brayeux,Oui,ESTINNES,HAINAUT,WALLONIE
7130,Battignies,Oui,BINCHE,HAINAUT,WALLONIE
7130,Binche,Non,BINCHE,HAINAUT,WALLONIE
7130,Bray,Oui,BINCHE,HAINAUT,WALLONIE
7131,Waudrez,Oui,BINCHE,HAINAUT,WALLONIE
7133,Buvrinnes,Oui,BINCHE,HAINAUT,WALLONIE
7134,Epinois,Oui,BINCHE,HAINAUT,WALLONIE
7134,Leval-Trahegnies,Oui,BINCHE,HAINAUT,WALLONIE
7134,Péronnes-Lez-Binche,Oui,BINCHE,HAINAUT,WALLONIE
7134,Ressaix,Oui,BINCHE,HAINAUT,WALLONIE
7140,Morlanwelz-Mariemont,Oui,MORLANWELZ,HAINAUT,WALLONIE
7141,Carnières,Oui,MORLANWELZ,HAINAUT,WALLONIE
7141,Mont-Sainte-Aldegonde,Oui,MORLANWELZ,HAINAUT,WALLONIE
7160,Chapelle-Lez-Herlaimont,Non,CHAPELLE-LEZ-HERLAIMONT,HAINAUT,WALLONIE
7160,Godarville,Oui,CHAPELLE-LEZ-HERLAIMONT,HAINAUT,WALLONIE
7160,Piéton,Oui,CHAPELLE-LEZ-HERLAIMONT,HAINAUT,WALLONIE
7170,Bellecourt,Oui,MANAGE,HAINAUT,WALLONIE
7170,Bois-D'Haine,Oui,MANAGE,HAINAUT,WALLONIE
7170,Fayt-Lez-Manage,Oui,MANAGE,HAINAUT,WALLONIE
7170,La Hestre,Oui,MANAGE,HAINAUT,WALLONIE
7170,Manage,Non,MANAGE,HAINAUT,WALLONIE
7180,Seneffe,Non,SENEFFE,HAINAUT,WALLONIE
7181,Arquennes,Oui,SENEFFE,HAINAUT,WALLONIE
7181,Familleureux,Oui,SENEFFE,HAINAUT,WALLONIE
7181,Feluy,Oui,SENEFFE,HAINAUT,WALLONIE
7181,Petit-Roeulx-Lez-Nivelles,Oui,SENEFFE,HAINAUT,WALLONIE
7190,Ecaussinnes-D'Enghien,Oui,ECAUSSINNES,HAINAUT,WALLONIE
7190,Marche-Lez-Ecaussinnes,Oui,ECAUSSINNES,HAINAUT,WALLONIE
7191,Ecaussinnes-Lalaing,Oui,ECAUSSINNES,HAINAUT,WALLONIE
7300,Boussu,Non,BOUSSU,HAINAUT,WALLONIE
7301,Hornu,Oui,BOUSSU,HAINAUT,WALLONIE
7320,Bernissart,Non,BERNISSART,HAINAUT,WALLONIE
7321,Blaton,Oui,BERNISSART,HAINAUT,WALLONIE
7321,Harchies,Oui,BERNISSART,HAINAUT,WALLONIE
7322,Pommeroeul,Oui,BERNISSART,HAINAUT,WALLONIE
7322,Ville-Pommeroeul,Oui,BERNISSART,HAINAUT,WALLONIE
7330,Saint-Ghislain,Non,SAINT-GHISLAIN,HAINAUT,WALLONIE
7331,Baudour,Oui,SAINT-GHISLAIN,HAINAUT,WALLONIE
7332,Neufmaison,Oui,SAINT-GHISLAIN,HAINAUT,WALLONIE
7332,Sirault,Oui,SAINT-GHISLAIN,HAINAUT,WALLONIE
7333,Tertre,Oui,SAINT-GHISLAIN,HAINAUT,WALLONIE
7334,Hautrage,Oui,SAINT-GHISLAIN,HAINAUT,WALLONIE
7334,Villerot,Oui,SAINT-GHISLAIN,HAINAUT,WALLONIE
7340,Colfontaine,Non,COLFONTAINE,HAINAUT,WALLONIE
7340,Pâturages,Oui,COLFONTAINE,HAINAUT,WALLONIE
7340,Warquignies,Oui,COLFONTAINE,HAINAUT,WALLONIE
7340,Wasmes,Oui,COLFONTAINE,HAINAUT,WALLONIE
7350,Hainin,Oui,HENSIES,HAINAUT,WALLONIE
7350,Hensies,Non,HENSIES,HAINAUT,WALLONIE
7350,Montroeul-Sur-Haine,Oui,HENSIES,HAINAUT,WALLONIE
7350,Thulin,Oui,HENSIES,HAINAUT,WALLONIE
7370,Blaugies,Oui,DOUR,HAINAUT,WALLONIE
7370,Dour,Non,DOUR,HAINAUT,WALLONIE
7370,Elouges,Oui,DOUR,HAINAUT,WALLONIE
7370,Wihéries,Oui,DOUR,HAINAUT,WALLONIE
7380,Baisieux,Oui,QUIÉVRAIN,HAINAUT,WALLONIE
7380,Quiévrain,Non,QUIÉVRAIN,HAINAUT,WALLONIE
7382,Audregnies,Oui,QUIÉVRAIN,HAINAUT,WALLONIE
7387,Angre,Oui,HONNELLES,HAINAUT,WALLONIE
7387,Angreau,Oui,HONNELLES,HAINAUT,WALLONIE
7387,Athis,Oui,HONNELLES,HAINAUT,WALLONIE
7387,Autreppe,Oui,HONNELLES,HAINAUT,WALLONIE
7387,Erquennes,Oui,HONNELLES,HAINAUT,WALLONIE
7387,Fayt-Le-Franc,Oui,HONNELLES,HAINAUT,WALLONIE
7387,Marchipont,Oui,HONNELLES,HAINAUT,WALLONIE
7387,Montignies-Sur-Roc,Oui,HONNELLES,HAINAUT,WALLONIE
7387,Onnezies,Oui,HONNELLES,HAINAUT,WALLONIE
7387,Roisin,Oui,HONNELLES,HAINAUT,WALLONIE
7390,Quaregnon,Non,QUAREGNON,HAINAUT,WALLONIE
7390,Wasmuel,Oui,QUAREGNON,HAINAUT,WALLONIE
7500,Ere,Oui,TOURNAI,HAINAUT,WALLONIE
7500,Saint-Maur,Oui,TOURNAI,HAINAUT,WALLONIE
7500,Tournai,Non,TOURNAI,HAINAUT,WALLONIE
7501,Orcq,Oui,TOURNAI,HAINAUT,WALLONIE
7502,Esplechin,Oui,TOURNAI,HAINAUT,WALLONIE
7503,Froyennes,Oui,TOURNAI,HAINAUT,WALLONIE
7504,Froidmont,Oui,TOURNAI,HAINAUT,WALLONIE
7506,Willemeau,Oui,TOURNAI,HAINAUT,WALLONIE
7510,3 Suisses,,3 Suisses,,
7511,Vitrine Magique,,Vitrine Magique,,
7512,DANIEL JOUVANCE,,DANIEL JOUVANCE,,
7513,Yves Rocher,,Yves Rocher,,
7520,Ramegnies-Chin,Oui,TOURNAI,HAINAUT,WALLONIE
7520,Templeuve,Oui,TOURNAI,HAINAUT,WALLONIE
7521,Chercq,Oui,TOURNAI,HAINAUT,WALLONIE
7522,Blandain,Oui,TOURNAI,HAINAUT,WALLONIE
7522,Hertain,Oui,TOURNAI,HAINAUT,WALLONIE
7522,Lamain,Oui,TOURNAI,HAINAUT,WALLONIE
7522,Marquain,Oui,TOURNAI,HAINAUT,WALLONIE
7530,Gaurain-Ramecroix,Oui,TOURNAI,HAINAUT,WALLONIE
7531,Havinnes,Oui,TOURNAI,HAINAUT,WALLONIE
7532,Béclers,Oui,TOURNAI,HAINAUT,WALLONIE
7533,Thimougies,Oui,TOURNAI,HAINAUT,WALLONIE
7534,Barry,Oui,TOURNAI,HAINAUT,WALLONIE
7534,Maulde,Oui,TOURNAI,HAINAUT,WALLONIE
7536,Vaulx,Oui,TOURNAI,HAINAUT,WALLONIE
7538,Vezon,Oui,TOURNAI,HAINAUT,WALLONIE
7540,Kain,Oui,TOURNAI,HAINAUT,WALLONIE
7540,Melles,Oui,TOURNAI,HAINAUT,WALLONIE
7540,Quartes,Oui,TOURNAI,HAINAUT,WALLONIE
7540,Rumillies,Oui,TOURNAI,HAINAUT,WALLONIE
7542,Mont-Saint-Aubert,Oui,TOURNAI,HAINAUT,WALLONIE
7543,Mourcourt,Oui,TOURNAI,HAINAUT,WALLONIE
7548,Warchin,Oui,TOURNAI,HAINAUT,WALLONIE
7600,Péruwelz,Non,PÉRUWELZ,HAINAUT,WALLONIE
7601,Roucourt,Oui,PÉRUWELZ,HAINAUT,WALLONIE
7602,Bury,Oui,PÉRUWELZ,HAINAUT,WALLONIE
7603,Bon-Secours,Oui,PÉRUWELZ,HAINAUT,WALLONIE
7604,Baugnies,Oui,PÉRUWELZ,HAINAUT,WALLONIE
7604,Braffe,Oui,PÉRUWELZ,HAINAUT,WALLONIE
7604,Brasménil,Oui,PÉRUWELZ,HAINAUT,WALLONIE
7604,Callenelle,Oui,PÉRUWELZ,HAINAUT,WALLONIE
7604,Wasmes-Audemez-Briffoeil,Oui,PÉRUWELZ,HAINAUT,WALLONIE
7608,Wiers,Oui,PÉRUWELZ,HAINAUT,WALLONIE
7610,Rumes,Non,RUMES,HAINAUT,WALLONIE
7611,La Glanerie,Oui,RUMES,HAINAUT,WALLONIE
7618,Taintignies,Oui,RUMES,HAINAUT,WALLONIE
7620,Bléharies,Oui,BRUNEHAUT,HAINAUT,WALLONIE
7620,Guignies,Oui,BRUNEHAUT,HAINAUT,WALLONIE
7620,Hollain,Oui,BRUNEHAUT,HAINAUT,WALLONIE
7620,Jollain-Merlin,Oui,BRUNEHAUT,HAINAUT,WALLONIE
7620,Wez-Velvain,Oui,BRUNEHAUT,HAINAUT,WALLONIE
7621,Lesdain,Oui,BRUNEHAUT,HAINAUT,WALLONIE
7622,Laplaigne,Oui,BRUNEHAUT,HAINAUT,WALLONIE
7623,Rongy,Oui,BRUNEHAUT,HAINAUT,WALLONIE
7624,Howardries,Oui,BRUNEHAUT,HAINAUT,WALLONIE
7640,Antoing,Non,ANTOING,HAINAUT,WALLONIE
7640,Maubray,Oui,ANTOING,HAINAUT,WALLONIE
7640,Péronnes-Lez-Antoing,Oui,ANTOING,HAINAUT,WALLONIE
7641,Bruyelle,Oui,ANTOING,HAINAUT,WALLONIE
7642,Calonne,Oui,ANTOING,HAINAUT,WALLONIE
7643,Fontenoy,Oui,ANTOING,HAINAUT,WALLONIE
7700,Luingne,Oui,MOUSCRON,HAINAUT,WALLONIE
7700,Mouscron,Non,MOUSCRON,HAINAUT,WALLONIE
7711,Dottignies,Oui,MOUSCRON,HAINAUT,WALLONIE
7712,Herseaux,Oui,MOUSCRON,HAINAUT,WALLONIE
7730,Bailleul,Oui,ESTAIMPUIS,HAINAUT,WALLONIE
7730,Estaimbourg,Oui,ESTAIMPUIS,HAINAUT,WALLONIE
7730,Estaimpuis,Non,ESTAIMPUIS,HAINAUT,WALLONIE
7730,Evregnies,Oui,ESTAIMPUIS,HAINAUT,WALLONIE
7730,Leers-Nord,Oui,ESTAIMPUIS,HAINAUT,WALLONIE
7730,Néchin,Oui,ESTAIMPUIS,HAINAUT,WALLONIE
7730,Saint-Léger,Oui,ESTAIMPUIS,HAINAUT,WALLONIE
7740,Pecq,Non,PECQ,HAINAUT,WALLONIE
7740,Warcoing,Oui,PECQ,HAINAUT,WALLONIE
7742,Hérinnes-Lez-Pecq,Oui,PECQ,HAINAUT,WALLONIE
7743,Esquelmes,Oui,PECQ,HAINAUT,WALLONIE
7743,Obigies,Oui,PECQ,HAINAUT,WALLONIE
7750,Amougies,Oui,MONT-DE-L'ENCLUS,HAINAUT,WALLONIE
7750,Anseroeul,Oui,MONT-DE-L'ENCLUS,HAINAUT,WALLONIE
7750,Orroir,Oui,MONT-DE-L'ENCLUS,HAINAUT,WALLONIE
7750,Russeignies,Oui,MONT-DE-L'ENCLUS,HAINAUT,WALLONIE
7760,Celles,Non,CELLES,HAINAUT,WALLONIE
7760,Escanaffles,Oui,CELLES,HAINAUT,WALLONIE
7760,Molenbaix,Oui,CELLES,HAINAUT,WALLONIE
7760,Popuelles,Oui,CELLES,HAINAUT,WALLONIE
7760,Pottes,Oui,CELLES,HAINAUT,WALLONIE
7760,Velaines,Oui,CELLES,HAINAUT,WALLONIE
7780,Comines,Oui,COMINES-WARNETON,HAINAUT,WALLONIE
7780,Comines-Warneton,Non,COMINES-WARNETON,HAINAUT,WALLONIE
7781,Houthem,Oui,COMINES-WARNETON,HAINAUT,WALLONIE
7782,Ploegsteert,Oui,COMINES-WARNETON,HAINAUT,WALLONIE
7783,Bizet,Oui,COMINES-WARNETON,HAINAUT,WALLONIE
7784,Bas-Warneton,Oui,COMINES-WARNETON,HAINAUT,WALLONIE
7784,Warneton,Oui,COMINES-WARNETON,HAINAUT,WALLONIE
7800,Ath,Non,ATH,HAINAUT,WALLONIE
7800,Lanquesaint,Oui,ATH,HAINAUT,WALLONIE
7801,Irchonwelz,Oui,ATH,HAINAUT,WALLONIE
7802,Ormeignies,Oui,ATH,HAINAUT,WALLONIE
7803,Bouvignies,Oui,ATH,HAINAUT,WALLONIE
7804,Ostiches,Oui,ATH,HAINAUT,WALLONIE
7804,Rebaix,Oui,ATH,HAINAUT,WALLONIE
7810,Maffle,Oui,ATH,HAINAUT,WALLONIE
7811,Arbre,Oui,ATH,HAINAUT,WALLONIE
7812,Houtaing,Oui,ATH,HAINAUT,WALLONIE
7812,Ligne,Oui,ATH,HAINAUT,WALLONIE
7812,Mainvault,Oui,ATH,HAINAUT,WALLONIE
7812,Moulbaix,Oui,ATH,HAINAUT,WALLONIE
7812,Villers-Notre-Dame,Oui,ATH,HAINAUT,WALLONIE
7812,Villers-Saint-Amand,Oui,ATH,HAINAUT,WALLONIE
7822,Ghislenghien,Oui,ATH,HAINAUT,WALLONIE
7822,Isières,Oui,ATH,HAINAUT,WALLONIE
7822,Meslin-L'Evêque,Oui,ATH,HAINAUT,WALLONIE
7823,Gibecq,Oui,ATH,HAINAUT,WALLONIE
7830,Bassilly,Oui,SILLY,HAINAUT,WALLONIE
7830,Fouleng,Oui,SILLY,HAINAUT,WALLONIE
7830,Gondregnies,Oui,SILLY,HAINAUT,WALLONIE
7830,Graty,Oui,SILLY,HAINAUT,WALLONIE
7830,Hellebecq,Oui,SILLY,HAINAUT,WALLONIE
7830,Hoves,Oui,SILLY,HAINAUT,WALLONIE
7830,Silly,Non,SILLY,HAINAUT,WALLONIE
7830,Thoricourt,Oui,SILLY,HAINAUT,WALLONIE
7850,Enghien,Non,ENGHIEN,HAINAUT,WALLONIE
7850,Marcq,Oui,ENGHIEN,HAINAUT,WALLONIE
7850,Petit-Enghien,Oui,ENGHIEN,HAINAUT,WALLONIE
7860,Lessines,Non,LESSINES,HAINAUT,WALLONIE
7861,Papignies,Oui,LESSINES,HAINAUT,WALLONIE
7861,Wannebecq,Oui,LESSINES,HAINAUT,WALLONIE
7862,Ogy,Oui,LESSINES,HAINAUT,WALLONIE
7863,Ghoy,Oui,LESSINES,HAINAUT,WALLONIE
7864,Deux-Acren,Oui,LESSINES,HAINAUT,WALLONIE
7866,Bois-De-Lessines,Oui,LESSINES,HAINAUT,WALLONIE
7866,Ollignies,Oui,LESSINES,HAINAUT,WALLONIE
7870,Bauffe,Oui,LENS,HAINAUT,WALLONIE
7870,Cambron-Saint-Vincent,Oui,LENS,HAINAUT,WALLONIE
7870,Lens,Non,LENS,HAINAUT,WALLONIE
7870,Lombise,Oui,LENS,HAINAUT,WALLONIE
7870,Montignies-Lez-Lens,Oui,LENS,HAINAUT,WALLONIE
7880,Flobecq,Non,FLOBECQ,HAINAUT,WALLONIE
7890,Ellezelles,Non,ELLEZELLES,HAINAUT,WALLONIE
7890,Lahamaide,Oui,ELLEZELLES,HAINAUT,WALLONIE
7890,Wodecq,Oui,ELLEZELLES,HAINAUT,WALLONIE
7900,Grandmetz,Oui,LEUZE-EN-HAINAUT,HAINAUT,WALLONIE
7900,Leuze-En-Hainaut,Non,LEUZE-EN-HAINAUT,HAINAUT,WALLONIE
7901,Thieulain,Oui,LEUZE-EN-HAINAUT,HAINAUT,WALLONIE
7903,Blicquy,Oui,LEUZE-EN-HAINAUT,HAINAUT,WALLONIE
7903,Chapelle-À-Oie,Oui,LEUZE-EN-HAINAUT,HAINAUT,WALLONIE
7903,Chapelle-À-Wattines,Oui,LEUZE-EN-HAINAUT,HAINAUT,WALLONIE
7904,Pipaix,Oui,LEUZE-EN-HAINAUT,HAINAUT,WALLONIE
7904,Tourpes,Oui,LEUZE-EN-HAINAUT,HAINAUT,WALLONIE
7904,Willaupuis,Oui,LEUZE-EN-HAINAUT,HAINAUT,WALLONIE
7906,Gallaix,Oui,LEUZE-EN-HAINAUT,HAINAUT,WALLONIE
7910,Anvaing,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7910,Arc-Ainières,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7910,Arc-Wattripont,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7910,Cordes,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7910,Ellignies-Lez-Frasnes,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7910,Forest,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7910,Wattripont,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7911,Buissenal,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7911,Frasnes-Lez-Buissenal,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7911,Hacquegnies,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7911,Herquegies,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7911,Montroeul-Au-Bois,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7911,Moustier,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7911,Oeudeghien,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7912,Dergneau,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7912,Saint-Sauveur,Oui,FRASNES-LEZ-ANVAING,HAINAUT,WALLONIE
7940,Brugelette,Non,BRUGELETTE,HAINAUT,WALLONIE
7940,Cambron-Casteau,Oui,BRUGELETTE,HAINAUT,WALLONIE
7941,Attre,Oui,BRUGELETTE,HAINAUT,WALLONIE
7942,Mévergnies-Lez-Lens,Oui,BRUGELETTE,HAINAUT,WALLONIE
7943,Gages,Oui,BRUGELETTE,HAINAUT,WALLONIE
7950,Chièvres,Non,CHIÈVRES,HAINAUT,WALLONIE
7950,Grosage,Oui,CHIÈVRES,HAINAUT,WALLONIE
7950,Huissignies,Oui,CHIÈVRES,HAINAUT,WALLONIE
7950,Ladeuze,Oui,CHIÈVRES,HAINAUT,WALLONIE
7950,Tongre-Saint-Martin,Oui,CHIÈVRES,HAINAUT,WALLONIE
7951,Tongre-Notre-Dame,Oui,CHIÈVRES,HAINAUT,WALLONIE
7970,Beloeil,Non,BELOEIL,HAINAUT,WALLONIE
7971,Basècles,Oui,BELOEIL,HAINAUT,WALLONIE
7971,Ramegnies,Oui,BELOEIL,HAINAUT,WALLONIE
7971,Thumaide,Oui,BELOEIL,HAINAUT,WALLONIE
7971,Wadelincourt,Oui,BELOEIL,HAINAUT,WALLONIE
7972,Aubechies,Oui,BELOEIL,HAINAUT,WALLONIE
7972,Ellignies-Sainte-Anne,Oui,BELOEIL,HAINAUT,WALLONIE
7972,Quevaucamps,Oui,BELOEIL,HAINAUT,WALLONIE
7973,Grandglise,Oui,BELOEIL,HAINAUT,WALLONIE
7973,Stambruges,Oui,BELOEIL,HAINAUT,WALLONIE
8000,Brugge,Non,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN
8000,Koolkerke,Oui,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN
8020,Hertsberge,Oui,OOSTKAMP,FLANDRE-OCCIDENTALE,VLAANDEREN
8020,Oostkamp,Non,OOSTKAMP,FLANDRE-OCCIDENTALE,VLAANDEREN
8020,Ruddervoorde,Oui,OOSTKAMP,FLANDRE-OCCIDENTALE,VLAANDEREN
8020,Waardamme,Oui,OOSTKAMP,FLANDRE-OCCIDENTALE,VLAANDEREN
8200,Sint-Andries,Oui,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN
8200,Sint-Michiels,Oui,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN
8210,Loppem,Oui,ZEDELGEM,FLANDRE-OCCIDENTALE,VLAANDEREN
8210,Veldegem,Oui,ZEDELGEM,FLANDRE-OCCIDENTALE,VLAANDEREN
8210,Zedelgem,Non,ZEDELGEM,FLANDRE-OCCIDENTALE,VLAANDEREN
8211,Aartrijke,Oui,ZEDELGEM,FLANDRE-OCCIDENTALE,VLAANDEREN
8300,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN
8300,Westkapelle,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN
8301,Heist-Aan-Zee,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN
8301,Ramskapelle,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN
8310,Assebroek,Oui,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN
8310,Sint-Kruis,Oui,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN
8340,Damme,Non,DAMME,FLANDRE-OCCIDENTALE,VLAANDEREN
8340,Hoeke,Oui,DAMME,FLANDRE-OCCIDENTALE,VLAANDEREN
8340,Lapscheure,Oui,DAMME,FLANDRE-OCCIDENTALE,VLAANDEREN
8340,Moerkerke,Oui,DAMME,FLANDRE-OCCIDENTALE,VLAANDEREN
8340,Oostkerke,Oui,DAMME,FLANDRE-OCCIDENTALE,VLAANDEREN
8340,Sijsele,Oui,DAMME,FLANDRE-OCCIDENTALE,VLAANDEREN
8370,Blankenberge,Non,BLANKENBERGE,FLANDRE-OCCIDENTALE,VLAANDEREN
8370,Uitkerke,Oui,BLANKENBERGE,FLANDRE-OCCIDENTALE,VLAANDEREN
8377,Houtave,Oui,ZUIENKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN
8377,Meetkerke,Oui,ZUIENKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN
8377,Nieuwmunster,Oui,ZUIENKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN
